SKU;Product Name;link;amazon_price;amazon_title;match_confidence;status;error_message
iPad1120255G6R256Ylw-AU;"Apple iPad 2025 5G 11"" (6GB RAM, 256GB, Yellow) - Brand New";https://www.amazon.com.au/dp/B0G1B65LGN;;2025 11-inch iPad Pro (Wi-Fi, 1TB, Standard Glass) - Space Black (M5) with Apple Pencil Pro;0.5;matched;
iPad1120255G6R512Blu-AU;"Apple iPad 2025 5G 11"" (6GB RAM, 512GB, Blue) - Brand New";https://www.amazon.com.au/dp/B0G1M1MKB1;;2025 11-inch iPad Pro (Wi-Fi + Cellular, 512GB, Standard Glass) - Silver (M5) with AirPods Pro 3 Wireless Earbuds;0.5;matched;
iPad1120255G6R512Pnk-AU;"Apple iPad 2025 5G 11"" (6GB RAM, 512GB, Pink) - Brand New";https://www.amazon.com.au/dp/B0G1M1MKB1;;2025 11-inch iPad Pro (Wi-Fi + Cellular, 512GB, Standard Glass) - Silver (M5) with AirPods Pro 3 Wireless Earbuds;0.5;matched;
iPad1120255G6R512Slv-AU;"Apple iPad 2025 5G 11"" (6GB RAM, 512GB, Silver) - Brand New";https://www.amazon.com.au/dp/B0G1B6GPSY;;2025 11-inch iPad Pro (Wi-Fi, 512GB, Standard Glass) - Silver (M5) with Apple iPad Magic Keyboard Case (for 11-inch iPad Pro M4) - US English - Black;0.5;matched;
iPad1120255G6R512Ylw-AU;"Apple iPad 2025 5G 11"" (6GB RAM, 512GB, Yellow) - Brand New";https://www.amazon.com.au/dp/B0G1M1MKB1;;2025 11-inch iPad Pro (Wi-Fi + Cellular, 512GB, Standard Glass) - Silver (M5) with AirPods Pro 3 Wireless Earbuds;0.5;matched;
iPad112025WF6R128Blu-AU;"Apple iPad 2025 Wifi 11"" (6GB RAM, 128GB, Blue) - Brand New";https://www.amazon.com.au/dp/B0G1B65LGN;;2025 11-inch iPad Pro (Wi-Fi, 1TB, Standard Glass) - Space Black (M5) with Apple Pencil Pro;0.5;matched;
iPad112025WF6R128Pnk-AU;"Apple iPad 2025 Wifi 11"" (6GB RAM, 128GB, Pink) - Brand New";;;;0;no_match;
iPad112025WF6R128Slv-AU;"Apple iPad 2025 Wifi 11"" (6GB RAM, 128GB, Silver) - Brand New";;;;0;no_match;
iPad112025WF6R128Ylw-AU;"Apple iPad 2025 Wifi 11"" (6GB RAM, 128GB, Yellow) - Brand New";;;;0;no_match;
iPad112025WF6R256Blu-AU;"Apple iPad 2025 Wifi 11"" (6GB RAM, 256GB, Blue) - Brand New";;;;0;no_match;
iPad112025WF6R256Pnk-AU;"Apple iPad 2025 Wifi 11"" (6GB RAM, 256GB, Pink) - Brand New";;;;0;no_match;
iPad112025WF6R256Slv-AU;"Apple iPad 2025 Wifi 11"" (6GB RAM, 256GB, Silver) - Brand New";;;;0;no_match;
iPad112025WF6R256Ylw-AU;"Apple iPad 2025 Wifi 11"" (6GB RAM, 256GB, Yellow) - Brand New";https://www.amazon.com.au/dp/B0G1B65LGN;;2025 11-inch iPad Pro (Wi-Fi, 1TB, Standard Glass) - Space Black (M5) with Apple Pencil Pro;0.5;matched;
iPad112025WF6R512Blu-AU;"Apple iPad 2025 Wifi 11"" (6GB RAM, 512GB, Blue) - Brand New";https://www.amazon.com.au/dp/B0G1B65LGN;;2025 11-inch iPad Pro (Wi-Fi, 1TB, Standard Glass) - Space Black (M5) with Apple Pencil Pro;0.5;matched;
iPad112025WF6R512Pnk-AU;"Apple iPad 2025 Wifi 11"" (6GB RAM, 512GB, Pink) - Brand New";https://www.amazon.com.au/dp/B0G1B65LGN;;2025 11-inch iPad Pro (Wi-Fi, 1TB, Standard Glass) - Space Black (M5) with Apple Pencil Pro;0.5;matched;
iPad112025WF6R512Slv-AU;"Apple iPad 2025 Wifi 11"" (6GB RAM, 512GB, Silver) - Brand New";https://www.amazon.com.au/dp/B0G1M1MKB1;;2025 11-inch iPad Pro (Wi-Fi + Cellular, 512GB, Standard Glass) - Silver (M5) with AirPods Pro 3 Wireless Earbuds;0.5;matched;
iPad112025WF6R512Ylw-AU;"Apple iPad 2025 Wifi 11"" (6GB RAM, 512GB, Yellow) - Brand New";https://www.amazon.com.au/dp/B0G1B65LGN;;2025 11-inch iPad Pro (Wi-Fi, 1TB, Standard Glass) - Space Black (M5) with Apple Pencil Pro;0.5;matched;
iPadAir1120255G8R128Blu-AU;"Apple iPad Air 2025 5G 11"" (8GB RAM, 128GB, Blue) - Brand New";;;;0;no_match;
iPadAir1120255G8R128Prp-AU;"Apple iPad Air 2025 5G 11"" (8GB RAM, 128GB, Purple) - Brand New";;;;0;no_match;
iPadAir1120255G8R128Gry-AU;"Apple iPad Air 2025 5G 11"" (8GB RAM, 128GB, Space Gray) - Brand New";;;;0;no_match;
iPadAir1120255G8R128Stl-AU;"Apple iPad Air 2025 5G 11"" (8GB RAM, 128GB, Starlight) - Brand New";;;;0;no_match;
iPadAir1120255G8R1TBBlu-AU;"Apple iPad Air 2025 5G 11"" (8GB RAM, 1TB, Blue) - Brand New";;;;0;no_match;
iPadAir1120255G8R1TBPrp-AU;"Apple iPad Air 2025 5G 11"" (8GB RAM, 1TB, Purple) - Brand New";;;;0;no_match;
iPadAir1120255G8R1TBGry-AU;"Apple iPad Air 2025 5G 11"" (8GB RAM, 1TB, Space Gray) - Brand New";;;;0;no_match;
iPadAir1120255G8R1TBStl-AU;"Apple iPad Air 2025 5G 11"" (8GB RAM, 1TB, Starlight) - Brand New";;;;0;no_match;
iPadAir1120255G8R256Blu-AU;"Apple iPad Air 2025 5G 11"" (8GB RAM, 256GB, Blue) - Brand New";;;;0;no_match;
iPadAir1120255G8R256Prp-AU;"Apple iPad Air 2025 5G 11"" (8GB RAM, 256GB, Purple) - Brand New";;;;0;no_match;
iPadAir1120255G8R256Gry-AU;"Apple iPad Air 2025 5G 11"" (8GB RAM, 256GB, Space Gray) - Brand New";;;;0;no_match;
iPadAir1120255G8R256Stl-AU;"Apple iPad Air 2025 5G 11"" (8GB RAM, 256GB, Starlight) - Brand New";;;;0;no_match;
iPadAir1120255G8R512Blu-AU;"Apple iPad Air 2025 5G 11"" (8GB RAM, 512GB, Blue) - Brand New";;;;0;no_match;
iPadAir1120255G8R512Prp-AU;"Apple iPad Air 2025 5G 11"" (8GB RAM, 512GB, Purple) - Brand New";;;;0;no_match;
iPadAir1120255G8R512Gry-AU;"Apple iPad Air 2025 5G 11"" (8GB RAM, 512GB, Space Gray) - Brand New";;;;0;no_match;
iPadAir1120255G8R512Stl-AU;"Apple iPad Air 2025 5G 11"" (8GB RAM, 512GB, Starlight) - Brand New";;;;0;no_match;
iPadAir1320255G8R128Blu-AU;"Apple iPad Air 2025 5G 13"" (8GB RAM, 128GB, Blue) - Brand New";;;;0;no_match;
iPadAir1320255G8R128Prp-AU;"Apple iPad Air 2025 5G 13"" (8GB RAM, 128GB, Purple) - Brand New";;;;0;no_match;
iPadAir1320255G8R128Gry-AU;"Apple iPad Air 2025 5G 13"" (8GB RAM, 128GB, Space Gray) - Brand New";;;;0;no_match;
iPadAir1320255G8R128Stl-AU;"Apple iPad Air 2025 5G 13"" (8GB RAM, 128GB, Starlight) - Brand New";;;;0;no_match;
iPadAir1320255G8R1TBBlu-AU;"Apple iPad Air 2025 5G 13"" (8GB RAM, 1TB, Blue) - Brand New";;;;0;no_match;
iPadAir1320255G8R1TBPrp-AU;"Apple iPad Air 2025 5G 13"" (8GB RAM, 1TB, Purple) - Brand New";;;;0;no_match;
iPadAir1320255G8R1TBGry-AU;"Apple iPad Air 2025 5G 13"" (8GB RAM, 1TB, Space Gray) - Brand New";;;;0;no_match;
iPadAir1320255G8R1TBStl-AU;"Apple iPad Air 2025 5G 13"" (8GB RAM, 1TB, Starlight) - Brand New";;;;0;no_match;
iPadAir1320255G8R256Blu-AU;"Apple iPad Air 2025 5G 13"" (8GB RAM, 256GB, Blue) - Brand New";;;;0;no_match;
iPadAir1320255G8R256Prp-AU;"Apple iPad Air 2025 5G 13"" (8GB RAM, 256GB, Purple) - Brand New";;;;0;no_match;
iPadAir1320255G8R256Gry-AU;"Apple iPad Air 2025 5G 13"" (8GB RAM, 256GB, Space Gray) - Brand New";;;;0;no_match;
iPadAir1320255G8R256Stl-AU;"Apple iPad Air 2025 5G 13"" (8GB RAM, 256GB, Starlight) - Brand New";;;;0;no_match;
iPadAir1320255G8R512Blu-AU;"Apple iPad Air 2025 5G 13"" (8GB RAM, 512GB, Blue) - Brand New";;;;0;no_match;
iPadAir1320255G8R512Prp-AU;"Apple iPad Air 2025 5G 13"" (8GB RAM, 512GB, Purple) - Brand New";;;;0;no_match;
iPadAir1320255G8R512Gry-AU;"Apple iPad Air 2025 5G 13"" (8GB RAM, 512GB, Space Gray) - Brand New";;;;0;no_match;
iPadAir1320255G8R512Stl-AU;"Apple iPad Air 2025 5G 13"" (8GB RAM, 512GB, Starlight) - Brand New";;;;0;no_match;
iPadAir112025WF8R128Blu-AU;"Apple iPad Air 2025 Wifi 11"" (8GB RAM, 128GB, Blue) - Brand New";;;;0;no_match;
iPadAir112025WF8R128Prp-AU;"Apple iPad Air 2025 Wifi 11"" (8GB RAM, 128GB, Purple) - Brand New";;;;0;no_match;
iPadAir112025WF8R128Gry-AU;"Apple iPad Air 2025 Wifi 11"" (8GB RAM, 128GB, Space Gray) - Brand New";;;;0;no_match;
iPadAir112025WF8R128Stl-AU;"Apple iPad Air 2025 Wifi 11"" (8GB RAM, 128GB, Starlight) - Brand New";;;;0;no_match;
iPadAir112025WF8R1TBBlu-AU;"Apple iPad Air 2025 Wifi 11"" (8GB RAM, 1TB, Blue) - Brand New";;;;0;no_match;
iPadAir112025WF8R1TBPrp-AU;"Apple iPad Air 2025 Wifi 11"" (8GB RAM, 1TB, Purple) - Brand New";;;;0;no_match;
iPadAir112025WF8R1TBGry-AU;"Apple iPad Air 2025 Wifi 11"" (8GB RAM, 1TB, Space Gray) - Brand New";;;;0;no_match;
iPadAir112025WF8R1TBStl-AU;"Apple iPad Air 2025 Wifi 11"" (8GB RAM, 1TB, Starlight) - Brand New";;;;0;no_match;
iPadAir112025WF8R256Blu-AU;"Apple iPad Air 2025 Wifi 11"" (8GB RAM, 256GB, Blue) - Brand New";;;;0;no_match;
iPadAir112025WF8R256Prp-AU;"Apple iPad Air 2025 Wifi 11"" (8GB RAM, 256GB, Purple) - Brand New";;;;0;no_match;
iPadAir112025WF8R256Gry-AU;"Apple iPad Air 2025 Wifi 11"" (8GB RAM, 256GB, Space Gray) - Brand New";;;;0;no_match;
iPadAir112025WF8R256Stl-AU;"Apple iPad Air 2025 Wifi 11"" (8GB RAM, 256GB, Starlight) - Brand New";;;;0;no_match;
iPadAir132025WF8R128Blu-AU;"Apple iPad Air 2025 Wifi 13"" (8GB RAM, 128GB, Blue) - Brand New";;;;0;no_match;
iPadAir132025WF8R128Prp-AU;"Apple iPad Air 2025 Wifi 13"" (8GB RAM, 128GB, Purple) - Brand New";;;;0;no_match;
iPadAir132025WF8R128Gry-AU;"Apple iPad Air 2025 Wifi 13"" (8GB RAM, 128GB, Space Gray) - Brand New";;;;0;no_match;
iPadAir132025WF8R128Stl-AU;"Apple iPad Air 2025 Wifi 13"" (8GB RAM, 128GB, Starlight) - Brand New";;;;0;no_match;
iPadAir132025WF8R1TBBlu-AU;"Apple iPad Air 2025 Wifi 13"" (8GB RAM, 1TB, Blue) - Brand New";;;;0;no_match;
