SKU;Product Name;link;amazon_price;amazon_title;match_confidence;status;error_message
iPad10.910Gen256BluPRT-AU;"Apple iPad 10 Wifi 10.9"" (4GB RAM, 256GB, Blue) - Brand New";;;;0;no_match;
iPad10.910Gen256SlvPRT-AU;"Apple iPad 10 Wifi 10.9"" (4GB RAM, 256GB, Silver) - Brand New";;;;0;no_match;
iPad10.910Gen64BluPRT-AU;"Apple iPad 10 Wifi 10.9"" (4GB RAM, 64GB, Blue) - Brand New";;;;0;no_match;
iPad10.910Gen64SlvPRT-AU;"Apple iPad 10 Wifi 10.9"" (4GB RAM, 64GB, Silver) - Brand New";;;;0;no_match;
iPad10.910WF64YlwPRT-AU;"Apple iPad 10 Wifi 10.9"" (4GB RAM, 64GB, Yellow) - Brand New";;;;0;no_match;
iPad1120255G6R128Blu-AU;"Apple iPad 2025 5G 11"" (6GB RAM, 128GB, Blue) - Brand New";;;;0;no_match;
iPad1120255G6R128Pnk-AU;"Apple iPad 2025 5G 11"" (6GB RAM, 128GB, Pink) - Brand New";;;;0;no_match;
