SKU;Product Name;link;link_round1;amazon_price;amazon_title;match_confidence;status;error_message
SMZFold5512GBGry-VR-ASN-AU;Samsung Galaxy Z Fold 5 (512GB, Grey) - Pristine;;;;;0;no_match;
GNT10Plus5G256GBBlu-RD-VR-EXD-AU;Samsung Galaxy Note 10+ Plus 5G (12GB RAM, 256GB, Blue) - Excellent;;;;;0;no_match;
GNT10Plus5G256GBWht-RD-VR-EXD-AU;Samsung Galaxy Note 10+ Plus 5G (12GB RAM, 256GB, White) - Excellent;;;;;0;no_match;
GalxNote10+5G512GBWht-RD-VR-EXD-AU;Samsung Galaxy Note 10+ Plus 5G (512GB, White)  - Excellent;;;;;0;no_match;
SMZFold5512GBGryAS-VR-ASN-AU;Samsung Galaxy Z Fold 5 (512GB, Grey) Australian Stock - Pristine;;;;;0;no_match;
SGlxZFld5512GBIBlu-VR-ASN-AU;Samsung Galaxy Z Fold 5 (512GB, Icy Blue) - Pristine;;;;;0;no_match;
SGlxZFld5512GBIBluAS-VR-ASN-AU;Samsung Galaxy Z Fold 5 (512GB, Icy Blue) Australian Stock - Pristine;;;;;0;no_match;
SGlxZFld51TBBlk-VR-ASN-AU;Samsung Galaxy Z Fold 5 5G (1TB, Black) - Pristine;;;;;0;no_match;
SGlxZFld51TBBlkAS-VR-ASN-AU;Samsung Galaxy Z Fold 5 5G (1TB, Black) Australian Stock - Pristine;;;;;0;no_match;
S22Ut5G1TBGrpt-RD-VR-EXD-AU;Samsung Galaxy S22 ULTRA 5G (1TB, Graphite) - Excellent;;;;;0;no_match;
AWTCH941MMCLLBlk-RD-VR-EXD-AU;Apple Watch Series 9 Aluminum Cellular (41MM, Black) - Excellent;;;;;0;no_match;
SGlxZFld51TBBlu-VR-ASN-AU;Samsung Galaxy Z Fold 5 5G (1TB, Blue) - Pristine;;;;;0;no_match;
ApWtS9Al45MMCellSil-RD-VR-EXD-AU;Apple Watch Series 9 Aluminium (45MM, Celullar, Silver) - Excellent;;;;;0;no_match;
ApWtS9Al45MMCellRSe-RD-VR-EXD-AU;Apple Watch Series 9 Aluminium (45MM, Celullar, Rose Gold) - Excellent;;;;;0;no_match;
SGlxZFld51TBBluAS-VR-ASN-AU;Samsung Galaxy Z Fold 5 5G (1TB, Blue) Australian Stock - Pristine;;;;;0;no_match;
SGlxZFld51TBCrm-VR-ASN-AU;Samsung Galaxy Z Fold 5 5G (1TB, Cream) - Pristine;;;;;0;no_match;
AplWtS845MMMid-RD-VR-EXD-AU;Apple Watch Series 8 (45MM, Midnight) - Excellent;;;;;0;no_match;
AplWS845MMCelBlk-RD-VR-EXD-AU;Apple Watch Series 8 Cellular (45MM, Black) - Excellent;;;;;0;no_match;
AplWS845MMCelSlv-RD-VR-EXD-AU;Apple Watch Series 8 Cellular (45MM, Silver) - Excellent;;;;;0;no_match;
AplWS845MMCelGld-RD-VR-EXD-AU;Apple Watch Series 8 Cellular (45MM, Gold) - Excellent;;;;;0;no_match;
SGlxZFld51TBCrmAS-VR-ASN-AU;Samsung Galaxy Z Fold 5 5G (1TB, Cream) Australian Stock - Pristine;;;;;0;no_match;
SGlxZFld51TBGry-VR-ASN-AU;Samsung Galaxy Z Fold 5 5G (1TB, Grey) - Pristine;;;;;0;no_match;
