SKU;Product Name;link;link_round1;amazon_price;amazon_title;match_confidence;status;error_message
MacAir132020SpG1TBM1-RD-VR-EXD-AU;Apple Macbook Air 2020 (M1, 16GB RAM, 1TB, Space Grey) - Excellent;https://reebelo.com.au/collections/apple-macbook-air-2020-m1-13.3-inch?skuId=sku-mojggwfpwA9wMqle1VdRZYQ;https://reebelo.com.au/collections/apple-macbook-air-2020-m1-13.3-inch?skuId=sku-mojggwfpwA9wMqle1VdRZYQ;;MacBook Air 13.3-inch (2020) - M1 - Apple M1 Chip: 8-Core CPU/8-Core GPU - 8GB RAM - SSD 1TB;1;matched;
MacAir132020Gld16256GBM1-RD-VR-EXD-AU;Apple Macbook Air 2020 (M1, 16GB RAM, 256GB, Gold) - Excellent;https://reebelo.com.au/collections/apple-macbook-air-2020-m1-13.3-inch?skuId=sku-minqcvsjTLwCRWpGHtvGmOc;https://reebelo.com.au/collections/apple-macbook-air-2020-m1-13.3-inch?skuId=sku-minqcvsjTLwCRWpGHtvGmOc;;MacBook Air 13.3-inch (2020) - M1 - Apple M1 Chip: 8-Core CPU/7-Core GPU - 16GB RAM - SSD 256GB;1;matched;
MacAir2022M28256GryG-RD-VR-EXD-AU;Apple Macbook Air 2022 (M2, 8GB RAM, 256GB, Grey) - Excellent;https://reebelo.com.au/collections/apple-macbook-air-2022-13.6-inch?skuId=sku-mhcr1bs1074x3pKBzllV3mz;https://reebelo.com.au/collections/apple-macbook-air-2022-13.6-inch?skuId=sku-mhcr1bs1074x3pKBzllV3mz;;MacBook Air (2022) 13.6-inch - Apple M2 Chip: 8-Core CPU/8-Core GPU - 8GB RAM - SSD 256GB;1;matched;
MacAir2022M28256MidG-RD-VR-EXD-AU;Apple Macbook Air 2022 (M2, 8GB RAM, 256GB, Midnight) - Excellent;https://reebelo.com.au/collections/apple-macbook-air-2022-13.6-inch?skuId=sku-mfdc821azd4SKY1JfIerEJA;https://reebelo.com.au/collections/apple-macbook-air-2022-13.6-inch?skuId=sku-mfdc821azd4SKY1JfIerEJA;;MacBook Air (2022) 13.6-inch - Apple M2 Chip: 8-Core CPU/8-Core GPU - 8GB RAM - SSD 256GB;1;matched;
MacAir2022M28512MidG-RD-VR-EXD-AU;Apple Macbook Air 2022 (M2, 8GB RAM, 512GB, Midnight) - Excellent;https://reebelo.com.au/collections/apple-macbook-air-2022-13.6-inch?skuId=sku-mhn91yt1uWSjjL4edFnysl7;https://reebelo.com.au/collections/apple-macbook-air-2022-13.6-inch?skuId=sku-mhn91yt1uWSjjL4edFnysl7;;MacBook Air (2022) 13.6-inch - Apple M2 Chip: 8-Core CPU/10-Core GPU - 8GB RAM - SSD 512GB;1;matched;
MacAirMF068X-Ai74512GB13-RD-VR-EXD-AU;Apple Macbook Air Early 2014 (i7, 4GB RAM, 512GB) - Excellent;;;;;0;no_match;
MacAirMF068X-Ai78512GB13-RD-VR-EXD-AU;Apple Macbook Air Early 2014 (i7, 8GB RAM, 512GB) - Excellent;;;;;0;no_match;
MacBookAir2015MJV128GB-RD-EXD-AU;Apple Macbook Air Early 2015 (i5, 4GB RAM, 128GB) - Excellent;https://reebelo.com.au/collections/apple-macbook-air-2015-13.3-inch?skuId=sku-mfljwlnwgXwdHUdDNHnyJZD;https://reebelo.com.au/collections/apple-macbook-air-2015-13.3-inch?skuId=sku-mfljwlnwgXwdHUdDNHnyJZD;;MacBook Air (2015) 13.3-inch - Intel Core i5 1.6GHz - 8GB RAM - SSD 128GB;1;matched;
MacBookAir2015MJV256GB-RD-EXD-AU;Apple Macbook Air Early 2015 (i5, 4GB RAM, 256GB) - Excellent;https://reebelo.com.au/collections/apple-macbook-air-2015-13.3-inch?skuId=sku-mflc2dp3lF09dQSRDYkQ5XM;https://reebelo.com.au/collections/apple-macbook-air-2015-13.3-inch?skuId=sku-mflc2dp3lF09dQSRDYkQ5XM;;MacBook Air (2015) 13.3-inch - Intel Core i5 1.6GHz - 4GB RAM - SSD 256GB;1;matched;
MacAirMRE82LL-Ai516256GB13-RD-EXD-AU;Apple Macbook Air Late 2018 (i5, 16GB RAM, 256GB, Space Grey) - Excellent;https://reebelo.com.au/collections/apple-macbook-air-2018-13.3-inch?skuId=sku-mi5srdmbTnYjSuuRjJuyc2G;https://reebelo.com.au/collections/apple-macbook-air-2018-13.3-inch?skuId=sku-mi5srdmbTnYjSuuRjJuyc2G;;MacBook Air (2018) 13.3-inch - Intel Core i5 1.6GHz - 16GB RAM - SSD 256GB;1;matched;
MacAirMRE82LL-Ai58128GB13-RD-EXD-AU;Apple Macbook Air Late 2018 (i5, 8GB RAM, 128GB, Gold) - Excellent;https://reebelo.com.au/collections/apple-macbook-air-2018-13.3-inch?skuId=sku-mflc6n63VyMuMvMgVPEm7u0;https://reebelo.com.au/collections/apple-macbook-air-2018-13.3-inch?skuId=sku-mflc6n63VyMuMvMgVPEm7u0;;MacBook Air (2018) 13.3-inch - Intel Core i5 1.6GHz - 8GB RAM - SSD 128GB;1;matched;
MacAirM120208256GBSpGAS-RD-VR-EXD-AU;"Apple Macbook Air M1 2020 13.3"" (8GB RAM, 256GB, Space Grey) AU - Excellent";;;;;0;no_match;
MacAirM120208512GBSpGAS-RD-VR-EXD-AU;"Apple Macbook Air M1 2020 13.3"" (8GB RAM, 512GB, Space Grey) AU - Excellent";;;;;0;no_match;
MacAirMD711LL-Ai78256GB11-RD-EXD-AU;Apple Macbook Air MD711LL/A (i7, 8GB RAM, 256GB) - Excellent;;;;;0;no_match;
MacAirMD711LL-Bi54256GB11-RD-EXD-AU;Apple Macbook Air MD711LL/B (i5, 4GB RAM, 256GB) - Excellent;;;;;0;no_match;
McbkAirMgn732020M18512GldAS-RD-VR-EXD-AU;"Apple Macbook Air MGN73ll/a 13.3"" (8GB RAM, 512GB, Gold) AU - Excellent";;;;;0;no_match;
McbkAirMgn732020M18512SlvAS-RD-VR-EXD-AU;"Apple Macbook Air MGN73ll/a 13.3"" (8GB RAM, 512GB, Silver) AU - Excellent";;;;;0;no_match;
McbkAirMgn732020M18512SpGAS-RD-VR-EXD-AU;"Apple Macbook Air MGN73ll/a 13.3"" (8GB RAM, 512GB, Space Gray) AU - Excellent";;;;;0;no_match;
MacAirMD223LL-Ai54128GB11-RD-VR-EXD-AU;Apple Macbook Air Mid 2012 (i5, 4GB RAM, 128GB) - Excellent;;;;;0;no_match;
MacAirMD231LL-Ai54256GB13-RD-VR-EXD-AU;Apple Macbook Air Mid 2012 (i5, 4GB RAM, 256GB) - Excellent;;;;;0;no_match;
MacAirMD223LL-Ai54256GB11-RD-VR-EXD-AU;Apple Macbook Air Mid 2012 (i5, 4GB RAM, 256GB) - Excellent;;;;;0;no_match;
MacAirMD231LL-Ai58256GB13-RD-VR-EXD-AU;Apple Macbook Air Mid 2012 (i5, 8GB RAM, 256GB) - Excellent;;;;;0;no_match;
MacAirMD760LL-Ai54128GB-RD-VR-EXD-AU;Apple Macbook Air Mid 2013 (i5, 4GB RAM, 128GB) - Excellent;;;;;0;no_match;
MacAirMD711LL-A256GBi5-RD-VR-EXD-AU;Apple Macbook Air Mid 2013 (i5, 4GB RAM, 256GB, MD711L) - Excellent;;;;;0;no_match;
MacAirMD760LL-Ai58128GB-RD-VR-EXD-AU;Apple Macbook Air Mid 2013 (i5, 8GB RAM, 128GB) - Excellent;;;;;0;no_match;
MacAirMD760LL-Ai58256GB-RD-VR-EXD-AU;Apple Macbook Air Mid 2013 (i5, 8GB RAM, 256GB) - Excellent;;;;;0;no_match;
MacAirMD711LL-A512GBi5-RD-VR-EXD-AU;Apple Macbook Air Mid 2013 (i5, 8GB RAM, 512GB, MD711L) - Excellent;;;;;0;no_match;
MacPro2015i58128GB13-RD-EXD-AU;Apple Macbook Pro 2015 (i5, 8GB RAM, 128GB) - Excellent;https://reebelo.com.au/collections/apple-macbook-pro-2015-13.3-inch?skuId=sku-mfld0wk8cJeP3UF0IQbw1ul;https://reebelo.com.au/collections/apple-macbook-pro-2015-13.3-inch?skuId=sku-mfld0wk8cJeP3UF0IQbw1ul;;MacBook Pro (2015) 13.3-inch - Intel Core i5 2.7GHz - 8GB RAM - SSD 128GB;1;matched;
MacProMLH12LLi5161TB13-RD-VR-EXD-AU;Apple Macbook Pro 2016 (i5, 16GB RAM, 1TB) - Excellent;;;;;0;no_match;
MacProMLH12LLi516256GB13-RD-VR-EXD-AU;Apple Macbook Pro 2016 (i5, 16GB RAM, 256GB) - Excellent;https://reebelo.com.au/collections/apple-macbook-pro-2016-13.3-inch?skuId=sku-mpxz3bvw7EllFc08ZuBjMRR;https://reebelo.com.au/collections/apple-macbook-pro-2016-13.3-inch?skuId=sku-mpxz3bvw7EllFc08ZuBjMRR;;MacBook Pro (2016) 13.3-inch - Intel Core i5 2.0GHz - 8GB RAM - SSD 256GB;1;matched;
MacProMLH12LLi516512GB13-RD-VR-EXD-AU;Apple Macbook Pro 2016 (i5, 16GB RAM, 512GB) - Excellent;;;;;0;no_match;
MacProMLUQ2LLi51TB-RD-EXD-AU;Apple Macbook Pro 2016 (i5, 8GB RAM, 1TB) - Excellent;https://reebelo.com.au/collections/apple-macbook-pro-2016-13.3-inch?skuId=sku-mpxz3bvw7EllFc08ZuBjMRR;https://reebelo.com.au/collections/apple-macbook-pro-2016-13.3-inch?skuId=sku-mpxz3bvw7EllFc08ZuBjMRR;;MacBook Pro (2016) 13.3-inch - Intel Core i5 2.0GHz - 8GB RAM - SSD 256GB;1;matched;
MacProMLW82Xi7161TB15-RD-VR-EXD-AU;Apple Macbook Pro 2016 (i7, 16GB RAM, 1TB) - Excellent;https://reebelo.com.au/collections/apple-macbook-pro-2016-15.4-inch?skuId=sku-mflc1aj3mYsrYROCbC1f5LY;https://reebelo.com.au/collections/apple-macbook-pro-2016-15.4-inch?skuId=sku-mflc1aj3mYsrYROCbC1f5LY;;MacBook Pro (2016) 15.4-inch - Intel Core i7 2.9GHz - 16GB RAM - SSD 1TB;1;matched;
MacProMLW82Xi7162TB15-RD-VR-EXD-AU;Apple Macbook Pro 2016 (i7, 16GB RAM, 2TB) - Excellent;https://reebelo.com.au/collections/apple-macbook-pro-2016-15.4-inch?skuId=sku-mmetblh5e3QauyqetvBJloL;https://reebelo.com.au/collections/apple-macbook-pro-2016-15.4-inch?skuId=sku-mmetblh5e3QauyqetvBJloL;;MacBook Pro (2016) 15.4-inch - Intel Core i7 2.7GHz - 16GB RAM - SSD 2TB;1;matched;
MacPro2017i516256GB13-RD-VR-EXD-AU;Apple Macbook Pro 2017 (i5, 16GB RAM, 256GB) - Excellent;https://reebelo.com.au/collections/apple-macbook-pro-2017-13.3-inch?skuId=sku-mfdd0tzlbFvx95yCbv9n3Y1;https://reebelo.com.au/collections/apple-macbook-pro-2017-13.3-inch?skuId=sku-mfdd0tzlbFvx95yCbv9n3Y1;;MacBook Pro (2017) 13.3-inch - Intel Core i5 2.3GHz - 8GB RAM - SSD 256GB;1;matched;
