SKU;Product Name;link;amazon_price;amazon_title;match_confidence;status;error_message
SamGlxA12Blck128GB-RD-VR-EXD-AU;Samsung Galaxy A12 (128GB, Black) - Excellent;https://reebelo.com.au/collections/samsung-galaxy-a12?skuId=sku-mflc3ms1u5pf5hESm5ME3gY;;Samsung Galaxy A12 - 128GB - Black - Single Sim - 4GB RAM - Excellent;1;matched;
SGlxA13128GBBlk-RD-VR-EXD-AU;Samsung Galaxy A13 (128GB, Black) - Excellent;https://reebelo.com.au/collections/samsung-galaxy-a13?skuId=sku-mnpn4zcnuibpepNN9Zg2DVF;;Samsung Galaxy A13 - 128GB - Black - Single Sim - 3GB RAM - Excellent;1;matched;
SGlxA14128GBBlk-RD-VR-EXD-AU;Samsung Galaxy A14 (128GB, Black) - Excellent;https://reebelo.com.au/collections/samsung-galaxy-a14?skuId=sku-mnpn3fn8uqOXN9H0FgyAjiw;;Samsung Galaxy A14 - 128GB - Black - 4G - Single Sim - 4GB RAM - Excellent;1;matched;
SMGA14128GBBlkAS-VR-ASN-AU;Samsung Galaxy A14 (128GB, Black) Australian Stock - Pristine;https://reebelo.com.au/collections/samsung-galaxy-a14?skuId=sku-mfdjta5rOpbOAJi7idgdQfT;;Samsung Galaxy A14 - 128GB - Black - 5G - Single Sim - 4GB RAM - Premium;1;matched;
SMGA1464GBBlkAS-RD-VR-EXD-AU;Samsung Galaxy A14 (64GB, Black) Australian Stock - Excellent;https://reebelo.com.au/collections/samsung-galaxy-a14?skuId=sku-mmil49homLEsFbmVGV1IEWY;;Samsung Galaxy A14 - 64GB - Black - 4G - Dual Sim - 4GB RAM - Good;1;matched;
SMGA1464GBBlkAS-VR-ASN-AU;Samsung Galaxy A14 (64GB, Black) Australian Stock - Pristine;;;;0;error;REQUIRED_VARIANT_NOT_FOUND: Condition (Premium)
SGlxA14128GB5GBlk-RD-VR-EXD-AU;Samsung Galaxy A14 5G (128GB, Black) - Excellent;https://reebelo.com.au/collections/samsung-galaxy-a14?skuId=sku-mnpl2nbcHAm4TxcRaCfzEZn;;Samsung Galaxy A14 - 128GB - Black - 5G - Single Sim - 4GB RAM - Excellent;1;matched;
SMGA14128GB5GBlkAS-RD-VR-EXD-AU;Samsung Galaxy A14 5G (128GB, Black) Australian Stock - Excellent;https://reebelo.com.au/collections/samsung-galaxy-a14?skuId=sku-mnpl2nbcHAm4TxcRaCfzEZn;;Samsung Galaxy A14 - 128GB - Black - 5G - Single Sim - 4GB RAM - Excellent;1;matched;
SMGA14128GB5GBlkAS-VR-ASN-AU;Samsung Galaxy A14 5G (128GB, Black) Australian Stock - Pristine;https://reebelo.com.au/collections/samsung-galaxy-a14?skuId=sku-mfdjta5rOpbOAJi7idgdQfT;;Samsung Galaxy A14 - 128GB - Black - 5G - Single Sim - 4GB RAM - Premium;1;matched;
