SKU;Product Name;link;link_round1;amazon_price;amazon_title;match_confidence;status;error_message
iPd1064GBWFBlu-VR-ASN-AU;Apple iPad 10 (64GB, Blue) - Pristine;;;;;0;no_match;
ApliPd1064GBPnk-RD-VR-EXD-AU;Apple iPad 10 (64GB, Pink) - Excellent;;;;;0;no_match;
ApliPd1064GBSlv-RD-VR-EXD-AU;Apple iPad 10 (64GB, Silver) - Excellent;;;;;0;no_match;
iPd1064GBWFBluAS-RD-VR-ASN-AU;Apple iPad 10 (64GB, Blue) AU - Pristine;;;;;0;no_match;
ApliPd1064GBYlw-RD-VR-EXD-AU;Apple iPad 10 (64GB, Yellow) - Excellent;;;;;0;no_match;
iPd1064GBWFSlv-VR-ASN-AU;Apple iPad 10 (64GB, Silver) - Pristine;;;;;0;no_match;
iPd1064GBWFSlvAS-RD-VR-ASN-AU;Apple iPad 10 (64GB, Silver) AU - Pristine;;;;;0;no_match;
ipD2Gry16GBCellAS-RD-VR-EXD-AU;Apple iPad 2 Cellular (16GB, Grey) AU - Excellent;;;;;0;no_match;
iPad232GBCellGryAS-RD-VR-EXD-AU;Apple iPad 2 Cellular (32GB, Grey) AU - Excellent;;;;;0;no_match;
iPad232GBCellSilAS-RD-VR-EXD-AU;Apple iPad 2 Cellular (32GB, Silver) AU - Excellent;;;;;0;no_match;
iPd1064GBWFYlw-VR-ASN-AU;Apple iPad 10 (64GB, Yellow) - Pristine;;;;;0;no_match;
iPad264GBCellGry-RD-VR-EXD-AU;Apple iPad 2 Cellular (64GB, Grey) - Excellent;;;;;0;no_match;
iPd1064GBWFYlwAS-RD-VR-ASN-AU;Apple iPad 10 (64GB, Yellow) AU - Pristine;;;;;0;no_match;
iPad264GBCellWht-RD-VR-EXD-AU;Apple iPad 2 Cellular (64GB, White) - Excellent;;;;;0;no_match;
iPad232GBWifiBlkAS-RD-VR-EXD-AU;Apple iPad 2 Wifi (32GB, Black) AU - Excellent;;;;;0;no_match;
ipD2Gry16GBCell-VR-ASN-AU;Apple iPad 2 Cellular (16GB, Grey) - Pristine;;;;;0;no_match;
iPad232GBWifiWhtAS-RD-VR-EXD-AU;Apple iPad 2 Wifi (32GB, White) AU - Excellent;;;;;0;no_match;
iPad232GBCellGryAS-VR-ASN-AU;Apple iPad 2 Cellular (32GB, Grey) AU - Pristine;;;;;0;no_match;
ipD364GBGryAS-RD-VR-EXD-AU;Apple iPad 3 (64GB, Grey) AU - Excellent;;;;;0;no_match;
iPad232GBCellSilAS-VR-ASN-AU;Apple iPad 2 Cellular (32GB, Silver) AU - Pristine;;;;;0;no_match;
ipD364GBSilvAS-RD-VR-EXD-AU;Apple iPad 3 (64GB, Silver) AU - Excellent;;;;;0;no_match;
iPad264GBCellGry-VR-ASN-AU;Apple iPad 2 Cellular (64GB, Grey) - Pristine;;;;;0;no_match;
IPD3CELL16GBBlkAS-RD-VR-EXD-AU;Apple iPad 3 Cellular (16GB, Black) AU - Excellent;;;;;0;no_match;
iPad232GBWifiBlkAS-VR-ASN-AU;Apple iPad 2 Wifi (32GB, Black) AU - Pristine;;;;;0;no_match;
Ipad332LTEBlkAuStk-RD-VR-EXD-AU;Apple iPad 3 Cellular (32GB, Black) AU - Excellent;;;;;0;no_match;
Ipad364LTEBlkAuStk-RD-VR-EXD-AU;Apple iPad 3 Cellular (64GB, Black) AU - Excellent;;;;;0;no_match;
iPad232GBWifiWhtAS-VR-ASN-AU;Apple iPad 2 Wifi (32GB, White) AU - Pristine;;;;;0;no_match;
Ipad364LTEWhtAuStk-VR-EXD-AU;Apple iPad 3 Cellular (64GB, White) AU - Excellent;;;;;0;no_match;
ipD364GBGryAS-VR-ASN-AU;Apple iPad 3 (64GB, Grey) AU - Pristine;;;;;0;no_match;
iPad4128GBCellBlk-RD-VR-EXD-AU;Apple iPad 4 Cellular (128GB, Black) - Excellent;;;;;0;no_match;
ipD364GBSilvAS-VR-ASN-AU;Apple iPad 3 (64GB, Silver) AU - Pristine;;;;;0;no_match;
iPad4128GBCellWht-RD-VR-EXD-AU;Apple iPad 4 Cellular (128GB, White) - Excellent;;;;;0;no_match;
IPD3CELL16GBBlkAS-VR-ASN-AU;Apple iPad 3 Cellular (16GB, Black) AU - Pristine;;;;;0;no_match;
ApliPad4Cel16GBBlk-RD-VR-EXD-AU;Apple iPad 4 Cellular (16GB, Black) - Excellent;;;;;0;no_match;
Ipad364LTEBlkAuStk-VR-ASN-AU;Apple iPad 3 Cellular (64GB, Black) AU - Pristine;;;;;0;no_match;
ApliPad4Cel16GBWht-RD-VR-EXD-AU;Apple iPad 4 Cellular (16GB, White) - Excellent;;;;;0;no_match;
Ipad364LTEWhtAuStk-VR-ASN-AU;Apple iPad 3 Cellular (64GB, White) AU - Pristine;;;;;0;no_match;
iPad432GBCellBlkAS-RD-VR-EXD-AU;Apple iPad 4 Cellular (32GB, Black) AU - Excellent;;;;;0;no_match;
iPad4128GBCellBlk-VR-ASN-AU;Apple iPad 4 Cellular (128GB, Black) - Pristine;;;;;0;no_match;
iPad464GBCellBlkAS-RD-VR-EXD-AU;Apple iPad 4 Cellular (64GB, Black) AU - Excellent;;;;;0;no_match;
iPad4128GBCellBlkAS-VR-ASN-AU;Apple iPad 4 Cellular (128GB, Black) AU - Pristine;;;;;0;no_match;
iPad464GBCellWhtAS-RD-VR-EXD-AU;Apple iPad 4 Cellular (64GB, White) AU - Excellent;;;;;0;no_match;
iPad4128GBCellWht-VR-ASN-AU;Apple iPad 4 Cellular (128GB, White) - Pristine;;;;;0;no_match;
iPad416GBBlkAS-RD-VR-EXD-AU;Apple iPad 4 Wifi (16GB, Black) AU - Excellent;;;;;0;no_match;
iPad416GBCellBlckAS-VR-ASN-AU;Apple iPad 4 Cellular (16GB, Black) AU - Pristine;;;;;0;no_match;
iPad432GBWfBlkAS-RD-VR-EXD-AU;Apple iPad 4 Wifi (32GB, Black) AU - Excellent;;;;;0;no_match;
iPad416GBCellWhTAS-VR-ASN-AU;Apple iPad 4 Cellular (16GB, White) AU - Pristine;;;;;0;no_match;
iPad432GBWfWhtAS-RD-VR-EXD-AU;Apple iPad 4 Wifi (32GB, White) AU - Excellent;;;;;0;no_match;
iPad432GBCellBlkAS-VR-ASN-AU;Apple iPad 4 Cellular (32GB, Black) AU - Pristine;;;;;0;no_match;
iPad464GBWfBlk-RD-VR-EXD-AU;Apple iPad 4 Wifi (64GB, Black) - Excellent;;;;;0;no_match;
iPad464GBCellBlkAS-VR-ASN-AU;Apple iPad 4 Cellular (64GB, Black) AU - Pristine;;;;;0;no_match;
iPad464GBWfWhtAS-RD-VR-EXD-AU;Apple iPad 4 Wifi (64GB, White) AU - Excellent;;;;;0;no_match;
iPad464GBCellWhtAS-VR-ASN-AU;Apple iPad 4 Cellular (64GB, White) AU - Pristine;;;;;0;no_match;
iPad9.7128GBLTEGld-RD-VR-EXD-AU;Apple iPad 5 9.7-inch Wifi + Cellular (128GB, Gold) - Excellent;;;;;0;no_match;
iPad9.7128GBLTESil-RD-VR-EXD-AU;Apple iPad 5 9.7-inch Wifi + Cellular (128GB, Silver) - Excellent;;;;;0;no_match;
iPad9.7128GBLTEGry-RD-VR-EXD-AU;Apple iPad 5 9.7-inch Wifi + Cellular (128GB, Space Grey) - Excellent;;;;;0;no_match;
iPad416GBBlkAS-VR-ASN-AU;Apple iPad 4 Wifi (16GB, Black) AU - Pristine;;;;;0;no_match;
iPad432GBWfBlkAS-VR-ASN-AU;Apple iPad 4 Wifi (32GB, Black) AU - Pristine;;;;;0;no_match;
ipad5Cel32GBGld-RD-VR-EXD-AU;Apple iPad 5 Cellular (32GB, Gold) - Excellent;;;;;0;no_match;
ipad5Cel32GBSlv-RD-VR-EXD-AU;Apple iPad 5 Cellular (32GB, Silver) - Excellent;;;;;0;no_match;
iPad432GBWfWhtAS-VR-ASN-AU;Apple iPad 4 Wifi (32GB, White) AU - Pristine;;;;;0;no_match;
ipad5Cel32GBSpG-RD-VR-EXD-AU;Apple iPad 5 Cellular (32GB, Space Grey) - Excellent;;;;;0;no_match;
iPad464GBWfBlk-VR-ASN-AU;Apple iPad 4 Wifi (64GB, Black) - Pristine;;;;;0;no_match;
ipD5WfGold128GB97-RD-VR-EXD-AU;Apple iPad 5 Wifi (128GB, Gold) - Excellent;;;;;0;no_match;
iPad464GBWfWhtAS-VR-ASN-AU;Apple iPad 4 Wifi (64GB, White) AU - Pristine;;;;;0;no_match;
ipD5WfSlvr128GB97-RD-VR-EXD-AU;Apple iPad 5 Wifi (128GB, Silver) - Excellent;;;;;0;no_match;
ipD5WfSpGr128GB97-RD-VR-EXD-AU;Apple iPad 5 Wifi (128GB, Space Grey) - Excellent;;;;;0;no_match;
Ipad9.732GBGold-RD-VR-EXD-AU;Apple iPad 5 Wifi (32GB, Gold) - Excellent;;;;;0;no_match;
iPad5128GBCellSil-VR-ASN-AU;Apple iPad 5 Cellular (128GB, Silver) - Pristine;;;;;0;no_match;
iPad9.732GBWifiSil-RD-VR-EXD-AU;Apple iPad 5 Wifi (32GB, Silver) - Excellent;;;;;0;no_match;
iPad5128GBCellGry-VR-ASN-AU;Apple iPad 5 Cellular (128GB, Space Grey) - Pristine;;;;;0;no_match;
iPad9.732GBWifiGry-RD-VR-EXD-AU;Apple iPad 5 Wifi (32GB, Space Grey) - Excellent;;;;;0;no_match;
iPad9732GBCellSil-VR-ASN-AU;Apple iPad 5 Cellular (32GB, Silver) - Pristine;;;;;0;no_match;
iPad9732GBCellGry-VR-ASN-AU;Apple iPad 5 Cellular (32GB, Space Grey) - Pristine;;;;;0;no_match;
IPD5128WIFIASGld-VR-ASN-AU;Apple iPad 5 Wifi (128GB, Gold) AU - Pristine;;;;;0;no_match;
Ipad632GBGld-RD-VR-EXD-AU;Apple iPad 6 Cellular (32GB, Gold) - Excellent;;;;;0;no_match;
Ipd9.732GBWfGld-VR-ASN-AU;Apple iPad 5 Wifi (32GB, Gold) - Pristine;;;;;0;no_match;
iPd9.732GBWfSil-VR-ASN-AU;Apple iPad 5 Wifi (32GB, Silver) - Pristine;;;;;0;no_match;
iPad9.732GBWfGry-VR-ASN-AU;Apple iPad 5 Wifi (32GB, Space Grey) - Pristine;;;;;0;no_match;
iPd697Cell128GBGld-RD-VR-EXD-AU;"Apple iPad 6 Cellular 9.7"" (128GB, Gold) - Excellent";;;;;0;no_match;
iPd697Cell128GBSil-RD-VR-EXD-AU;"Apple iPad 6 Cellular 9.7"" (128GB, Silver) - Excellent";;;;;0;no_match;
iPd697Cell128GBGry-RD-VR-EXD-AU;"Apple iPad 6 Cellular 9.7"" (128GB, Space Grey) - Excellent";;;;;0;no_match;
Ipad632GSil-RD-VR-EXD-AU;"Apple iPad 6 Cellular 9.7"" (32GB, Silver) - Excellent";;;;;0;no_match;
Ipad632GBGry-RD-VR-EXD-AU;"Apple iPad 6 Cellular 9.7"" (32GB, Space Grey) - Excellent";;;;;0;no_match;
ipad6Wifi128GBGold-RD-VR-EXD-AU;Apple iPad 6 Wifi (128GB, Gold) - Excellent;;;;;0;no_match;
ipD6Cell128GBGld-VR-ASN-AU;Apple iPad 6 Cellular (128GB, Gold) - Pristine;;;;;0;no_match;
ipD6Cell128GBGldAS-VR-ASN-AU;Apple iPad 6 Cellular (128GB, Gold) AU - Pristine;;;;;0;no_match;
ipD6Wf97inchSlvr-RD-VR-EXD-AU;Apple iPad 6 Wifi (128GB, Silver) - Excellent;;;;;0;no_match;
ipD6Cell128GBSlv-VR-ASN-AU;Apple iPad 6 Cellular (128GB, Silver) - Pristine;;;;;0;no_match;
ipD6Wf97SpGr128GB-RD-VR-EXD-AU;Apple iPad 6 Wifi (128GB, Space Grey) - Excellent;;;;;0;no_match;
ipD6Wf97Gld32GB-RD-VR-EXD-AU;Apple iPad 6 Wifi (32GB, Gold) - Excellent;;;;;0;no_match;
ipD6Cell128GBSlvAS-VR-ASN-AU;Apple iPad 6 Cellular (128GB, Silver) AU - Pristine;;;;;0;no_match;
ipD6Wf97Rose32GB-RD-VR-EXD-AU;Apple iPad 6 Wifi (32GB, Rose Gold) - Excellent;;;;;0;no_match;
Ipad632GBGld-VR-ASN-AU;Apple iPad 6 Cellular (32GB, Gold) - Pristine;;;;;0;no_match;
ipD6Wf97Slv32GB-RD-VR-EXD-AU;Apple iPad 6 Wifi (32GB, Silver) - Excellent;;;;;0;no_match;
Ipad632GBSIl-VR-ASN-AU;Apple iPad 6 Cellular (32GB, Silver) - Pristine;;;;;0;no_match;
ipD6Wf97SpG32GB-RD-VR-EXD-AU;Apple iPad 6 Wifi (32GB, Space Grey) - Excellent;;;;;0;no_match;
Ipad632GBGry-VR-ASN-AU;Apple iPad 6 Cellular (32GB, Space Grey) - Pristine;;;;;0;no_match;
ipad102Gld32GBWf-RD-VR-EXD-AU;Apple iPad 7 (32GB, Gold) - Excellent;;;;;0;no_match;
ipad10232GBWfSilv-RD-VR-EXD-AU;Apple iPad 7 (32GB, Silver) - Excellent;;;;;0;no_match;
ipad102SpaceGr32GBWf-RD-VR-EXD-AU;Apple iPad 7 (32GB, Space Grey) - Excellent;;;;;0;no_match;
ipD6Wf97inch128GBGry-VR-ASN-AU;Apple iPad 6 Wifi (128GB, Grey) - Pristine;;;;;0;no_match;
ipD6Wf97inch128GBRse-VR-ASN-AU;Apple iPad 6 Wifi (128GB, Rose) - Pristine;;;;;0;no_match;
ipad102Rose32GBAustckWf-RD-VR-EXD-AU;"Apple iPad 7 10.2"" 2019 Wifi (32GB, Rose) AU - Excellent";;;;;0;no_match;
ipD6Wf97inch128GBSlvr-VR-ASN-AU;Apple iPad 6 Wifi (128GB, Silver) - Pristine;;;;;0;no_match;
Ipd6Wf32GBGld-VR-ASN-AU;Apple iPad 6 Wifi (32GB, Gold) - Pristine;;;;;0;no_match;
Ipd6Wf32GBRgld-VR-ASN-AU;Apple iPad 6 Wifi (32GB, Rose Gold) - Pristine;;;;;0;no_match;
Ipd6Wf32GBSil-VR-ASN-AU;Apple iPad 6 Wifi (32GB, Silver) - Pristine;;;;;0;no_match;
iPad7102Wifi2019128GBRoseAs-RD-VR-EXD-AU;"Apple iPad 7 10.2"" Wifi 2019 (128GB, Rose) AU - Excellent";;;;;0;no_match;
Ipd6Wf32GBSpG-VR-ASN-AU;Apple iPad 6 Wifi (32GB, Space Grey) - Pristine;;;;;0;no_match;
ipad102Gold32GBAustckWf-VR-ASN-AU;"Apple iPad 7 10.2"" 2019 Wifi (32GB, Gold) AU - Pristine";;;;;0;no_match;
iPad7102Cell2019128GBGold-RD-EXD-AU;Apple iPad 7 Cellular (128GB, Gold) - Excellent;;;;;0;no_match;
iPad7102Cell2019128GBSilv-RD-EXD-AU;Apple iPad 7 Cellular (128GB, Silver) - Excellent;;;;;0;no_match;
iPad7102Cell2019128GBSpcGrey-RD-EXD-AU;Apple iPad 7 Cellular (128GB, Space Grey) - Excellent;;;;;0;no_match;
ipad7Cel32GBGld-RD-VR-EXD-AU;Apple iPad 7 Cellular (32GB, Gold) - Excellent;;;;;0;no_match;
ipad102Rose32GBWf-VR-ASN-AU;"Apple iPad 7 10.2"" 2019 Wifi (32GB, Rose) - Pristine";;;;;0;no_match;
ipad102Silv32GBWf-VR-ASN-AU;"Apple iPad 7 10.2"" 2019 Wifi (32GB, Silver) - Pristine";;;;;0;no_match;
ipad102Rose32ASCell-RD-VR-EXD-AU;Apple iPad 7 Cellular (32GB, Rose) AU - Excellent;;;;;0;no_match;
ipad7Cel32GBSlv-RD-VR-EXD-AU;Apple iPad 7 Cellular (32GB, Silver) - Excellent;;;;;0;no_match;
ipad102SpaceGr32GBWf-VR-ASN-AU;"Apple iPad 7 10.2"" 2019 Wifi (32GB, Space Grey) - Pristine";;;;;0;no_match;
ipad7Cel32GBSpG-RD-VR-EXD-AU;Apple iPad 7 Cellular (32GB, Space Grey) - Excellent;;;;;0;no_match;
iPad7102Wifi2019128GBGold-VR-ASN-AU;"Apple iPad 7 10.2"" Wifi 2019 (128GB, Gold) - Pristine";;;;;0;no_match;
ipad7Wifi128GBGld-RD-VR-EXD-AU;Apple iPad 7 Wifi (128GB, Gold) - Excellent;;;;;0;no_match;
iPad7102Wifi2019128GBRose-VR-ASN-AU;"Apple iPad 7 10.2"" Wifi 2019 (128GB, Rose) - Pristine";;;;;0;no_match;
iPad7102Wifi2019128GBRoseDS-RD-VR-EXD-AU;Apple iPad 7 Wifi (128GB, Rose) - Excellent;;;;;0;no_match;
ipad7Wifi128GBSlv-RD-VR-EXD-AU;Apple iPad 7 Wifi (128GB, Silver) - Excellent;;;;;0;no_match;
iPad7102Wifi2019128GBRoseAs-VR-ASN-AU;"Apple iPad 7 10.2"" Wifi 2019 (128GB, Rose) AU - Pristine";;;;;0;no_match;
ipad7Wifi128GBSpG-RD-VR-EXD-AU;Apple iPad 7 Wifi (128GB, Space Grey) - Excellent;;;;;0;no_match;
iPad7102Wifi2019128GBSpcGrey-VR-ASN-AU;"Apple iPad 7 10.2"" Wifi 2019 (128GB, Space Grey) - Pristine";;;;;0;no_match;
iPd7Cell128GBRsGld-VR-ASN-AU;Apple iPad 7 Cellular (128GB, Rose Gold) - Pristine;;;;;0;no_match;
iPd7Cell128GBSlv-VR-ASN-AU;Apple iPad 7 Cellular (128GB, Silver) - Pristine;;;;;0;no_match;
ipad102Gld32Cell-VR-ASN-AU;Apple iPad 7 Cellular (32GB, Gold) - Pristine;;;;;0;no_match;
ipad102Rose32Cell-VR-ASN-AU;Apple iPad 7 Cellular (32GB, Rose) - Pristine;;;;;0;no_match;
ipad102Silv32Cell-VR-ASN-AU;Apple iPad 7 Cellular (32GB, Silver) - Pristine;;;;;0;no_match;
ipad82020WifiSpaceGrey-RD-VR-EXD-AU;"Apple iPad 8 10.2"" 2020 (128GB, Space Grey) - Excellent";;;;;0;no_match;
iPad82020Cel32GBGld-RD-VR-EXD-AU;"Apple iPad 8 10.2"" 2020 Cellular (32GB, Gold) - Excellent";;;;;0;no_match;
iPad82020Cel32GBSlv-RD-VR-EXD-AU;"Apple iPad 8 10.2"" 2020 Cellular (32GB, Silver) - Excellent";;;;;0;no_match;
iPad82020Cel32GBSpG-RD-VR-EXD-AU;"Apple iPad 8 10.2"" 2020 Cellular (32GB, Space Grey) - Excellent";;;;;0;no_match;
iPd810222032GWfGld-RD-VR-EXD-AU;"Apple iPad 8 10.2"" Wifi 2020 (32GB, Gold) - Excellent";;;;;0;no_match;
iPd810222032GWfSil-RD-VR-EXD-AU;"Apple iPad 8 10.2"" Wifi 2020 (32GB, Silver) - Excellent";;;;;0;no_match;
iPd810222032GWfSpG-RD-VR-EXD-AU;"Apple iPad 8 10.2"" Wifi 2020 (32GB, Space Grey) - Excellent";;;;;0;no_match;
Ipd8CellAS128GBSil-RD-VR-EXD-AU;Apple iPad 8 Cellular (128GB, Silver) AU - Excellent;;;;;0;no_match;
ipad102Silv32ASCellCell-VR-ASN-AU;Apple iPad 7 Cellular (32GB, Silver) AU - Pristine;;;;;0;no_match;
ApliPad8Cel32GBGldDS-RD-VR-EXD-AU;Apple iPad 8 Cellular (32GB, Gold) - Excellent;;;;;0;no_match;
ipad102SpcGr32GBCell-VR-ASN-AU;Apple iPad 7 Cellular (32GB, Space Grey) - Pristine;;;;;0;no_match;
ApliPad8Cel32GBSlvDS-RD-VR-EXD-AU;Apple iPad 8 Cellular (32GB, Silver) - Excellent;;;;;0;no_match;
ipad7105Gold128GBWf-VR-ASN-AU;Apple iPad 7 Wifi (128GB, Gold) - Pristine;;;;;0;no_match;
ApliPad8Cel32GBSpGDS-RD-VR-EXD-AU;Apple iPad 8 Cellular (32GB, Space Grey) - Excellent;;;;;0;no_match;
ipad7105Sil128GBWf-VR-ASN-AU;Apple iPad 7 Wifi (128GB, Silver) - Pristine;;;;;0;no_match;
iPad8Wifi128GBGld-RD-VR-EXD-AU;Apple iPad 8 Wifi (128GB, Gold) - Excellent;;;;;0;no_match;
ipad7105SpG128GBWf-ASN-AU;Apple iPad 7 Wifi (128GB, Space Grey) - Pristine;;;;;0;no_match;
iPad8Wifi128GBSlv-RD-VR-EXD-AU;Apple iPad 8 Wifi (128GB, Silver) - Excellent;;;;;0;no_match;
ipad105SSilv32GBWf-ASN-AU;Apple iPad 7 Wifi (32GB, Silver) - Pristine;;;;;0;no_match;
iPd9256GBSlv-RD-VR-EXD-AU;Apple iPad 9 (256GB, Silver) - Excellent;;;;;0;no_match;
iPd9256GBSpG-RD-VR-EXD-AU;Apple iPad 9 (256GB, Space Grey) - Excellent;;;;;0;no_match;
iPd964GBGry-RD-VR-EXD-AU;Apple iPad 9 (64GB, Grey) - Excellent;;;;;0;no_match;
ipad105SpaceGr32GBWf-ASN-AU;Apple iPad 7 Wifi (32GB, Space Grey) - Pristine;;;;;0;no_match;
iPd964GBSlv-RD-VR-EXD-AU;Apple ipad 9 (64GB, Silver) - Excellent;;;;;0;no_match;
ApliPad832GBGld-VR-ASN-AU;Apple iPad 8 (32GB, Gold) - Pristine;;;;;0;no_match;
iPd9Cel64GBGry-RD-VR-EXD-AU;Apple iPad 9 Celullar (64GB, Grey) - Excellent;;;;;0;no_match;
ApliPad832GBSlv-VR-ASN-AU;Apple iPad 8 (32GB, Silver) - Pristine;;;;;0;no_match;
iPd9Cel64GBSlv-RD-VR-EXD-AU;Apple iPad 9 Celullar (64GB, Silver) - Excellent;;;;;0;no_match;
iPadAir128GB4GBlk-RD-VR-EXD-AU;Apple iPad AIR (128GB, Grey) - Excellent;;;;;0;no_match;
iPadAir128GB4GSil-RD-VR-EXD-AU;Apple iPad AIR (128GB, Silver) - Excellent;;;;;0;no_match;
ApliPad832GBSpG-VR-ASN-AU;Apple iPad 8 (32GB, Space Grey) - Pristine;;;;;0;no_match;
Ipd8Cell128GBSil-VR-ASN-AU;Apple iPad 8 Cellular (128GB, Silver) - Pristine;;;;;0;no_match;
iPdAIr232GBWFBlck-RD-VR-EXD-AU;Apple iPad AIR 2 (32GB, Black) - Excellent;;;;;0;no_match;
iPdAIr232GBWFGld-RD-VR-EXD-AU;Apple iPad AIR 2 (32GB, Gold) - Excellent;;;;;0;no_match;
iPdAIr232GBWFSilv-RD-VR-EXD-AU;Apple iPad AIR 2 (32GB, Silver) - Excellent;;;;;0;no_match;
iPadAirCel128GBGld-RD-VR-EXD-AU;Apple iPad AIR 2 Cellular (128GB, Gold) - Excellent;;;;;0;no_match;
Ipd8CellAS128GBSil-VR-ASN-AU;Apple iPad 8 Cellular (128GB, Silver) AU - Pristine;;;;;0;no_match;
iPadAirCel128GBSlv-RD-VR-EXD-AU;Apple iPad AIR 2 Cellular (128GB, Silver) - Excellent;;;;;0;no_match;
Ipd8Cell128GBSpg-VR-ASN-AU;Apple iPad 8 Cellular (128GB, Space Grey) - Pristine;;;;;0;no_match;
iPadAirCel128GBSpG-RD-VR-EXD-AU;Apple iPad AIR 2 Cellular (128GB, Space Grey) - Excellent;;;;;0;no_match;
ApliPad8Cel32GBGld-VR-ASN-AU;Apple iPad 8 Cellular (32GB, Gold) - Pristine;;;;;0;no_match;
ApliPad8Cel32GBSlv-VR-ASN-AU;Apple iPad 8 Cellular (32GB, Silver) - Pristine;;;;;0;no_match;
