SKU;Product Name;link;link_round1;amazon_price;amazon_title;match_confidence;status;error_message
SMZFold5512GBGry-VR-ASN-AU;Samsung Galaxy Z Fold 5 (512GB, Grey) - Pristine;https://www.backmarket.com.au/en-au/p/galaxy-z-fold5;https://www.backmarket.com.au/en-au/p/galaxy-z-fold5;799;Galaxy Z Fold5;1;matched;
GNT10Plus5G256GBBlu-RD-VR-EXD-AU;Samsung Galaxy Note 10+ Plus 5G (12GB RAM, 256GB, Blue) - Excellent;https://www.backmarket.com.au/en-au/p/galaxy-note10plus-5g;https://www.backmarket.com.au/en-au/p/galaxy-note10plus-5g;410;Galaxy Note10+ 5G;1;matched;
GNT10Plus5G256GBWht-RD-VR-EXD-AU;Samsung Galaxy Note 10+ Plus 5G (12GB RAM, 256GB, White) - Excellent;https://www.backmarket.com.au/en-au/p/galaxy-note10plus-5g;https://www.backmarket.com.au/en-au/p/galaxy-note10plus-5g;410;Galaxy Note10+ 5G;1;matched;
GalxNote10+5G512GBWht-RD-VR-EXD-AU;Samsung Galaxy Note 10+ Plus 5G (512GB, White)  - Excellent;https://www.backmarket.com.au/en-au/p/galaxy-note10plus-5g;https://www.backmarket.com.au/en-au/p/galaxy-note10plus-5g;410;Galaxy Note10+ 5G;1;matched;
