PRODUCT NAME,CATEGORY,BRAND,SKU,SUPPLIER,GTIN / EAN / UPC,MAP (Targeted price or RRP),Cost price,Bottom price,Ceiling price,Your site URL,Competitor #1 URL,Competitor #2 URL,Competitor #3 URL,Competitor ... URL,Audit Reebelo By
"Apple Macbook Air 2013 (i5, 4GB RAM, 128GB) - Excellent",Apple Macbook Air Series,Apple,,,MacAir2013i54128GB-RD-EXD-AU,,,,,,,,,,
"Apple Macbook Air 2013 (i5, 8GB RAM, 128GB) - Excellent",Apple Macbook Air Series,Apple,,,MacAir2013i58128GB-RD-EXD-AU,,,,,,,,,,
"Apple Macbook Air 2015 (13"", i5, 128GB, Silver) AU - Excellent",Apple Macbook Air Series,Apple,,,MacAir2015128GBAS-RD-VR-EXD-AU,,,,,,,https://www.backmarket.com.au/en-au/p/macbook-air-13-3-inch-2015-core-i-5-8-gb-ssd-128-qwerty-english/aa427f52-0116-446f-ab07-3edd548b9023?l=11&variantClicked=true#scroll=false,,,
"Apple Macbook Air 2015 (i5, 8GB RAM, 256GB) - Excellent",Apple Macbook Air Series,Apple,,,MacAirMJVE2LLi58256GB13-RD-EXD-AU,,,,,,,,,,
"Apple Macbook Air 2018 (i5, 16GB RAM, 1.5TB, Space Grey) - Excellent",Apple Macbook Air Series,Apple,,,MacAir2018SpGi51.5TB13-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Air 2018 (i5, 8GB RAM, 128GB, Gold) - Excellent - Excellent",Apple Macbook Air Series,Apple,,,MacAir2018Gldi5128GB13-RD-VR-EXD-AU,,,,,,,https://www.backmarket.com.au/en-au/p/macbook-air-retina-13-3-inch-2018-core-i-5-8-gb-ssd-128-qwerty-english/0cd9e9ad-8033-4cb5-abfc-42cbe0f7da09?l=11&variantClicked=true#scroll=false,https://www.amazon.com.au/dp/B0DYG9TBSP,,
"Apple Macbook Air 2018 (i5, 8GB RAM, 128GB, Space Grey) - Excellent",Apple Macbook Air Series,Apple,,,MacAir2018SpGi5128GB13-RD-VR-EXD-AU,,,,,,,https://www.backmarket.com.au/en-au/p/macbook-air-retina-13-3-inch-2018-core-i-5-8-gb-ssd-128-qwerty-english/888a07df-fb34-423e-8de2-d239a928016c?l=11&variantClicked=true#scroll=false,https://www.amazon.com.au/dp/B07NPTCNSG,,
"Apple Macbook Air 2019 (i5, 16GB RAM, 512GB, Gold) - Excellent",Apple Macbook Air Series,Apple,,,MacAir2019Gldi516512GB13-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Air 2019 (i5, 8GB RAM, 128GB, Gold) - Excellent",Apple Macbook Air Series,Apple,,,MacAir2019Gldi58128GB13-RD-VR-EXD-AU,,,,,,,https://www.backmarket.com.au/en-au/p/macbook-air-retina-13-3-inch-2019-core-i-5-8-gb-ssd-128-qwerty-english-us/5cc58864-6e53-408e-90de-1fa8b668e498?l=11&variantClicked=true#scroll=false,,,
"Apple Macbook Air 2019 (i5, 8GB RAM, 256GB, Gold) - Excellent",Apple Macbook Air Series,Apple,,,MacAir2019Gldi58256GB13-RD-VR-EXD-AU,,,,,,,https://www.backmarket.com.au/en-au/p/macbook-air-retina-13-3-inch-2019-core-i-5-8-gb-ssd-256-qwerty-english/9bbb4be9-ebf0-43d0-83af-55a5d7822df3?l=11&variantClicked=true#scroll=false,,,
"Apple Macbook Air 2020 (M1, 16GB RAM, 1TB, Space Grey) - Excellent",Apple Macbook Air Series,Apple,,,MacAir132020SpG1TBM1-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Air 2020 (M1, 16GB RAM, 256GB, Gold) - Excellent",Apple Macbook Air Series,Apple,,,MacAir132020Gld16256GBM1-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Air 2022 (M2, 8GB RAM, 256GB, Grey) - Excellent",Apple Macbook Air Series,Apple,,,MacAir2022M28256GryG-RD-VR-EXD-AU,,,,,,,,https://www.amazon.com.au/dp/B0F8PBSTRV,,
"Apple Macbook Air 2022 (M2, 8GB RAM, 256GB, Midnight) - Excellent",Apple Macbook Air Series,Apple,,,MacAir2022M28256MidG-RD-VR-EXD-AU,,,,,,,https://www.backmarket.com.au/en-au/p/macbook-air-13-6-inch-2022-m-28-core-and-8-core-gpu-8-gb-ram-ssd-256-gb-qwerty-english/febf7f0d-8b65-4e68-bff9-5aae0f424332?l=11&variantClicked=true#scroll=false,,,
"Apple Macbook Air 2022 (M2, 8GB RAM, 512GB, Midnight) - Excellent",Apple Macbook Air Series,Apple,,,MacAir2022M28512MidG-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Air Early 2014 (i7, 4GB RAM, 512GB) - Excellent",Apple Macbook Air Series,Apple,,,MacAirMF068X-Ai74512GB13-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Air Early 2014 (i7, 8GB RAM, 512GB) - Excellent",Apple Macbook Air Series,Apple,,,MacAirMF068X-Ai78512GB13-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Air Early 2015 (i5, 4GB RAM, 128GB) - Excellent",Apple Macbook Air Series,Apple,,,MacBookAir2015MJV128GB-RD-EXD-AU,,,,,,,,,,
"Apple Macbook Air Early 2015 (i5, 4GB RAM, 256GB) - Excellent",Apple Macbook Air Series,Apple,,,MacBookAir2015MJV256GB-RD-EXD-AU,,,,,,,,,,
"Apple Macbook Air Late 2018 (i5, 16GB RAM, 256GB, Space Grey) - Excellent",Apple Macbook Air Series,Apple,,,MacAirMRE82LL-Ai516256GB13-RD-EXD-AU,,,,,,,,,,
"Apple Macbook Air Late 2018 (i5, 8GB RAM, 128GB, Gold) - Excellent",Apple Macbook Air Series,Apple,,,MacAirMRE82LL-Ai58128GB13-RD-EXD-AU,,,,,,,https://www.backmarket.com.au/en-au/p/macbook-air-retina-13-3-inch-2018-core-i-5-8-gb-ssd-128-qwerty-english/0cd9e9ad-8033-4cb5-abfc-42cbe0f7da09?l=11&variantClicked=true#scroll=false,https://www.amazon.com.au/dp/B0DYG9TBSP,,
"Apple Macbook Air M1 2020 13.3"" (8GB RAM, 256GB, Space Grey) AU - Excellent",Apple Macbook Air Series,Apple,,,MacAirM120208256GBSpGAS-RD-VR-EXD-AU,,,,,,,https://www.backmarket.com.au/en-au/p/macbook-air-13-inch-2020-m-18-core-and-7-core-gpu-8-gb-ram-ssd-256-gb-qwerty-english/5db61bd5-12be-43d9-8533-deef5d6cc035?l=11&variantClicked=true#scroll=false,,,
"Apple Macbook Air M1 2020 13.3"" (8GB RAM, 512GB, Space Grey) AU - Excellent",Apple Macbook Air Series,Apple,,,MacAirM120208512GBSpGAS-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Air MD711LL/A (i7, 8GB RAM, 256GB) - Excellent",Apple Macbook Air Series,Apple,,,MacAirMD711LL-Ai78256GB11-RD-EXD-AU,,,,,,,,,,
"Apple Macbook Air MD711LL/B (i5, 4GB RAM, 256GB) - Excellent",Apple Macbook Air Series,Apple,,,MacAirMD711LL-Bi54256GB11-RD-EXD-AU,,,,,,,,,,
"Apple Macbook Air MGN73ll/a 13.3"" (8GB RAM, 512GB, Gold) AU - Excellent",Apple Macbook Air Series,Apple,,,McbkAirMgn732020M18512GldAS-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Air MGN73ll/a 13.3"" (8GB RAM, 512GB, Silver) AU - Excellent",Apple Macbook Air Series,Apple,,,McbkAirMgn732020M18512SlvAS-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Air MGN73ll/a 13.3"" (8GB RAM, 512GB, Space Gray) AU - Excellent",Apple Macbook Air Series,Apple,,,McbkAirMgn732020M18512SpGAS-RD-VR-EXD-AU,,,,,,,https://www.backmarket.com.au/en-au/p/macbook-air-13-3-inch-2020-m-18-core-and-8-core-gpu-8-gb-ram-ssd-512-gb-qwerty/34bf4081-2b88-4db5-8f8a-9a0d47314342?l=11&variantClicked=true#scroll=false,,,
"Apple Macbook Air Mid 2012 (i5, 4GB RAM, 128GB) - Excellent",Apple Macbook Air Series,Apple,,,MacAirMD223LL-Ai54128GB11-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Air Mid 2012 (i5, 4GB RAM, 256GB) - Excellent",Apple Macbook Air Series,Apple,,,MacAirMD231LL-Ai54256GB13-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Air Mid 2012 (i5, 4GB RAM, 256GB) - Excellent",Apple Macbook Air Series,Apple,,,MacAirMD223LL-Ai54256GB11-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Air Mid 2012 (i5, 8GB RAM, 256GB) - Excellent",Apple Macbook Air Series,Apple,,,MacAirMD231LL-Ai58256GB13-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Air Mid 2013 (i5, 4GB RAM, 128GB) - Excellent",Apple Macbook Air Series,Apple,,,MacAirMD760LL-Ai54128GB-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Air Mid 2013 (i5, 4GB RAM, 256GB, MD711L) - Excellent",Apple Macbook Air Series,Apple,,,MacAirMD711LL-A256GBi5-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Air Mid 2013 (i5, 8GB RAM, 128GB) - Excellent",Apple Macbook Air Series,Apple,,,MacAirMD760LL-Ai58128GB-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Air Mid 2013 (i5, 8GB RAM, 256GB) - Excellent",Apple Macbook Air Series,Apple,,,MacAirMD760LL-Ai58256GB-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Air Mid 2013 (i5, 8GB RAM, 512GB, MD711L) - Excellent",Apple Macbook Air Series,Apple,,,MacAirMD711LL-A512GBi5-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Pro 2015 (i5, 8GB RAM, 128GB) - Excellent",Apple Macbook Pro Series,Apple,,,MacPro2015i58128GB13-RD-EXD-AU,,,,,,,https://www.backmarket.com.au/en-au/p/macbook-pro-retina-13-3-inch-2015-core-i-5-8-gb-ssd-256-qwerty-english/f7866103-0d0d-433b-ba7d-2b84d7cbe18b?l=11&variantClicked=true#scroll=false,,,
"Apple Macbook Pro 2016 (i5, 16GB RAM, 1TB) - Excellent",Apple Macbook Pro Series,Apple,,,MacProMLH12LLi5161TB13-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Pro 2016 (i5, 16GB RAM, 256GB) - Excellent",Apple Macbook Pro Series,Apple,,,MacProMLH12LLi516256GB13-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Pro 2016 (i5, 16GB RAM, 512GB) - Excellent",Apple Macbook Pro Series,Apple,,,MacProMLH12LLi516512GB13-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Pro 2016 (i5, 8GB RAM, 1TB) - Excellent",Apple Macbook Pro Series,Apple,,,MacProMLUQ2LLi51TB-RD-EXD-AU,,,,,,,,,,
"Apple Macbook Pro 2016 (i7, 16GB RAM, 1TB) - Excellent",Apple Macbook Pro Series,Apple,,,MacProMLW82Xi7161TB15-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Pro 2016 (i7, 16GB RAM, 2TB) - Excellent",Apple Macbook Pro Series,Apple,,,MacProMLW82Xi7162TB15-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Pro 2017 (i5, 16GB RAM, 256GB) - Excellent",Apple Macbook Pro Series,Apple,,,MacPro2017i516256GB13-RD-VR-EXD-AU,,,,,,,https://www.backmarket.com.au/en-au/p/macbook-pro-retina-13-3-inch-2017-core-i-5-16-gb-ssd-256-qwerty-english/82a744fb-8676-4d3b-8ac0-99378c74ca26?l=11&variantClicked=true#scroll=false,,,
"Apple Macbook Pro 2017 (i5, 16GB RAM, 256GB) - Excellent",Apple Macbook Pro Series,Apple,,,MacPro2017i5256GBTchBar-RD-VR-EXD-AU,,,,,,,https://www.backmarket.com.au/en-au/p/macbook-pro-retina-13-3-inch-2017-core-i-5-16-gb-ssd-256-qwerty-english/82a744fb-8676-4d3b-8ac0-99378c74ca26?l=11&variantClicked=true#scroll=false,,,
"Apple Macbook Pro 2017 (i5, 16GB RAM, 512GB, Retina) - Excellent",Apple Macbook Pro Series,Apple,,,MacPro2017i516512GB13-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Pro 2017 (i5, 16GB RAM, 512GB) - Excellent",Apple Macbook Pro Series,Apple,,,MacPro2017i5512GBTchBar-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Pro 2017 (i5, 8GB RAM, 512GB) - Excellent",Apple Macbook Pro Series,Apple,,,MacPro2017i58512GB13-RD-VR-EXD-AU,,,,,,,https://www.backmarket.com.au/en-au/p/macbook-pro-retina-13-3-inch-2017-core-i-5-8-gb-ssd-512-qwerty-english/b098e7f8-4538-419e-8074-a80d52d59399?l=11&variantClicked=true#scroll=false,,,
"Apple Macbook Pro 2017 (i7, 16GB RAM, 1TB) - Excellent",Apple Macbook Pro Series,Apple,,,MacPro2017i71TB13-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Pro 2017 (i7, 16GB RAM, 1TB) - Excellent",Apple Macbook Pro Series,Apple,,,MacPro2017i7161TB-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Pro 2017 (i7, 16GB RAM, 256GB) - Excellent",Apple Macbook Pro Series,Apple,,,MacPro2017i716256GB-RD-VR-EXD-AU,,,,,,,https://www.backmarket.com.au/en-au/p/macbook-pro-retina-13-inch-2017-core-i-7-16-gb-ssd-256-qwerty-english/d4abe7d4-1365-4569-a419-30b3c5a66ceb?l=11&variantClicked=true#scroll=false,,,
"Apple Macbook Pro 2017 (i7, 16GB RAM, 512GB) - Excellent",Apple Macbook Pro Series,Apple,,,MacPro2017i7512GB13-RD-VR-EXD-AU,,,,,,,https://www.backmarket.com.au/en-au/p/macbook-pro-retina-13-3-inch-2017-core-i-7-16-gb-ssd-512-qwerty-english/b4d8249d-0550-45ce-9f01-5117dd1d00b9?l=11&variantClicked=true#scroll=false,,,
"Apple Macbook Pro 2017 (i7, 16GB RAM, 512GB) - Excellent",Apple Macbook Pro Series,Apple,,,MacPro2017i716512GB-RD-VR-EXD-AU,,,,,,,https://www.backmarket.com.au/en-au/p/macbook-pro-retina-13-3-inch-2017-core-i-7-16-gb-ssd-512-qwerty-english/b4d8249d-0550-45ce-9f01-5117dd1d00b9?l=11&variantClicked=true#scroll=false,,,
"Apple Macbook Pro 2018 (i5, 16GB RAM, 256GB) - Excellent",Apple Macbook Pro Series,Apple,,,MacPro2018i5256GB13-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Pro 2018 (i5, 16GB RAM, 512GB) - Excellent",Apple Macbook Pro Series,Apple,,,MacPro2018i5512GB13-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Pro 2018 (i7, 16GB RAM, 1TB) - Excellent",Apple Macbook Pro Series,Apple,,,MacBookPro15i71TBTB-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Pro 2018 (i7, 16GB RAM, 256GB) - Excellent",Apple Macbook Pro Series,Apple,,,MacBookPro15i7256GBTB-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Pro 2018 (i7, 32GB RAM, 512GB) - Excellent",Apple Macbook Pro Series,Apple,,,MacBookPro15i7512GBTB-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Pro 2018 (i9, 32GB RAM, 1TB) - Excellent",Apple Macbook Pro Series,Apple,,,MacPro2018i91TB15-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Pro 2018 (i9, 32GB RAM, 2TB) - Excellent",Apple Macbook Pro Series,Apple,,,MacPro2018i92TB15-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Pro 2019 (i5, 16GB RAM, 1TB) - Excellent",Apple Macbook Pro Series,Apple,,,MacPro2019i51TB13-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Pro 2019 (i5, 16GB RAM, 256GB) - Excellent",Apple Macbook Pro Series,Apple,,,MacPro2019i5256GB13-RD-VR-EXD-AU,,,,,,,https://www.backmarket.com.au/en-au/p/macbook-pro-retina-13-3-inch-2019-core-i-5-16-gb-ssd-256-qwerty-english-us/fe606c6c-d45b-41d7-8c53-ce3de3c6ef50?l=11&variantClicked=true#scroll=false,,,
"Apple Macbook Pro 2019 (i7, 16GB RAM, 512GB) - Excellent",Apple Macbook Pro Series,Apple,,,MacPro2019i7512GB13-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Pro 2019 (i7, 8GB RAM, 2TB) - Excellent",Apple Macbook Pro Series,Apple,,,MacPro2019i72TB13-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Pro 2020 (M1, 16GB RAM, 1TB) - Excellent",Apple Macbook Pro Series,Apple,,,McPro132020M116GB1TB-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Pro 2020 (M1, 16GB RAM, 256GB) - Excellent",Apple Macbook Pro Series,Apple,,,MacPro2020M1256GB-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Pro 2020 (M1, 16GB RAM, 2TB) - Excellent",Apple Macbook Pro Series,Apple,,,MacPro2020M12TB-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Pro 2020 (M1, 16GB RAM, 512GB) - Excellent",Apple Macbook Pro Series,Apple,,,MacPro2020M1512GB-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Pro 2020 (M1, 8GB RAM, 1TB) - Excellent",Apple Macbook Pro Series,Apple,,,McPro132020M18GB1TB-RD-VR-EXD-AU,,,,,,,,,,
"Apple Macbook Pro 2020 (M1, 8GB RAM, 256GB) - Excellent",Apple Macbook Pro Series,Apple,,,McPro132020M18GB256GB-RD-VR-EXD-AU,,,,,,,https://www.backmarket.com.au/en-au/p/macbook-pro-13-3-inch-2020-m-18-core-and-8-core-gpu-8-gb-ram-ssd-256-gb-qwerty/76aa2801-ed22-4c9e-96a8-baf816ea60b1?l=11&variantClicked=true#scroll=false,,,
"Apple Macbook Pro 2020 (M1, 8GB RAM, 512GB) - Excellent",Apple Macbook Pro Series,Apple,,,McPro132020M18GB512GB-RD-VR-EXD-AU,,,,,,,https://www.backmarket.com.au/en-au/p/macbook-pro-13-3-inch-2020-m-18-core-and-8-core-gpu-8-gb-ram-ssd-512-gb-qwerty-english/86ac3fed-f822-461d-89d1-a9c284644676?l=11&variantClicked=true#scroll=false,,,
"Apple Watch HERMES Series 4 (44MM, Silver, Cellular) - Excellent",Apple Watch Series 4,Apple,,,ApWS4Hr44mCelSil-RD-EXD-AU,,,,,,,,,,
"Apple Watch SE Cellular (40MM, Gold, Alumunium) - Excellent",Apple Watch SE Series,Apple,,,AplWtchSE40CelGld-RD-VR-EXD-AU,,,,,,,,,,
"Apple Watch SE Cellular (40MM, Space Grey, Alumunium) - Excellent",Apple Watch SE Series,Apple,,,AplWtchSE40CelSpG-RD-VR-EXD-AU,,,,,,,,,,
"Apple Watch SE2 2022 Aluminum (40MM, Gold) AU - Excellent",Apple Watch SE Series,Apple,,,AplWSE2Al40MMGldAS-RD-VR-EXD-AU,,,,,,,,,,
"Apple Watch SE2 2022 Aluminum (40MM, Grey) AU - Excellent",Apple Watch SE Series,Apple,,,AplWSE2Al40MMGryAS-RD-VR-EXD-AU,,,,,,,,,,
"Apple Watch SE2 2022 Aluminum (44MM, Silver) AU - Excellent",Apple Watch SE Series,Apple,,,AplWSE2Al44MMSilAS-RD-VR-EXD-AU,,,,,,,https://www.backmarket.com.au/en-au/p/apple-watch-mm/2bc72c80-2344-4cfd-a19c-5792573368db?l=11&variantClicked=true#scroll=false,,,
"Apple Watch SE2 2022 Aluminum Cellular (40MM, Gold) AU - Excellent",Apple Watch SE Series,Apple,,,AplWSE2CelAl40MMGldAS-RD-VR-EXD-AU,,,,,,,,,,
"Apple Watch SE2 2022 Aluminum Cellular (40MM, Grey) AU - Excellent",Apple Watch SE Series,Apple,,,AplWSE2CelAl40MMGryAS-RD-VR-EXD-AU,,,,,,,https://www.backmarket.com.au/en-au/p/apple-watch-series-se-2022-gps-cellular-40-aluminium-midnight-sport-band/869aa9ef-9b07-4bc5-b314-2800555b9703?l=11&variantClicked=true#scroll=false,,,
"Apple Watch SE2 2022 Aluminum Cellular (40MM, Silver) AU - Excellent",Apple Watch SE Series,Apple,,,AplWSE2CelAl40MMSlvAS-RD-VR-EXD-AU,,,,,,,,,,
"Apple Watch SE2 2022 Aluminum Cellular (44MM, Grey) AU - Excellent",Apple Watch SE Series,Apple,,,iWCELLSE244MMGryAS-RD-VR-EXD-AU,,,,,,,https://www.backmarket.com.au/en-au/p/apple-watch-mm/4c1bbe65-b8ec-4424-be93-21afe013c32b?l=11&variantClicked=true#scroll=false,,,
"Apple Watch Series 3 (38MM, Gold) - Excellent",Apple Watch Series 3,Apple,,,ApWatch4Almn38Gld-RD-VR-EXD-AU,,,,,,,,,,
"Apple Watch Series 3 (38MM, Silver) - Excellent",Apple Watch Series 3,Apple,,,ApWatch4Almn38Sil-RD-VR-EXD-AU,,,,,,,,,,
"Apple Watch Series 3 (42MM, Grey) - Excellent",Apple Watch Series 3,Apple,,,ApWatch342Gry-RD-VR-EXD-AU,,,,,,,,,,
"Apple Watch Series 3 (42MM, Silver) - Excellent",Apple Watch Series 3,Apple,,,ApWatch342Sil-RD-VR-EXD-AU,,,,,,,,,,
"Apple Watch Series 4 (40MM, Black) AU - Excellent",Apple Watch Series 4,Apple,,,ApWatch4BLK40mmDS-RD-VR-EXD-AU,,,,,,,,,,
"Apple Watch Series 4 (40MM, Gold) AU - Excellent",Apple Watch Series 4,Apple,,,ApWatch4Almn40RsGAS-RD-VR-EXD-AU,,,,,,,,,,
"Apple Watch Series 4 (44mm, Black, Cellular) - Excellent",Apple Watch Series 4,Apple,,,AWTCH4Blck44mmCell-RD-VR-EXD-AU,,,,,,,,,,
"Apple Watch Series 4 (44mm, Black, Cellular) AU - Excellent",Apple Watch Series 4,Apple,,,AWTCH4Blck44mmCellAS-RD-VR-EXD-AU,,,,,,,,https://www.amazon.com.au/dp/B09DGL62NV,,
"Apple Watch Series 4 (44mm, Gold, Cellular) AU - Excellent",Apple Watch Series 4,Apple,,,AWTCH444mmGldCellAS-RD-VR-EXD-AU,,,,,,,,,,
"Apple Watch Series 4 (44MM, Gold) AU - Excellent",Apple Watch Series 4,Apple,,,AplWS444MMGldAS-RD-VR-EXD-AU,,,,,,,,,,
"Apple Watch Series 4 (44MM, Grey) AU - Excellent",Apple Watch Series 4,Apple,,,AplWS444MMGryAS-RD-VR-EXD-AU,,,,,,,,,,
"Apple Watch Series 4 (44mm, Rose Gold, Cellular) - Excellent",Apple Watch Series 4,Apple,,,AWTCH444mmRsGCell-RD-VR-EXD-AU,,,,,,,,,,
"Apple Watch Series 4 (44mm, Rose Gold, Cellular) AU - Excellent",Apple Watch Series 4,Apple,,,AWTCH444mmRsGCellAS-RD-VR-EXD-AU,,,,,,,,,,
"Apple Watch Series 4 Aluminum (40mm, Black, Cellular) - Excellent",Apple Watch Series 4,Apple,,,ApWatch4Blck40mmCell-RD-VR-EXD-AU,,,,,,,,,,
"Apple Watch Series 4 Aluminum (40mm, Gold, Cellular) - Excellent",Apple Watch Series 4,Apple,,,ApWtch40mmGoldCell-RD-VR-EXD-AU,,,,,,,,,,
"Apple Watch Series 4 Aluminum (40mm, Gold) - Excellent",Apple Watch Series 4,Apple,,,ApWatch4Almn40RsG-RD-VR-EXD-AU,,,,,,,,,,
"Apple Watch Series 4 Aluminum (40mm, Rose Gold, Cellular) - Excellent",Apple Watch Series 4,Apple,,,ApWtch40mmRsGCell-RD-VR-EXD-AU,,,,,,,,,,
"Apple Watch Series 4 Aluminum (40mm, Rose Gold) - Excellent",Apple Watch Series 4,Apple,,,ApWatch4RsGL40mm-RD-VR-EXD-AU,,,,,,,,,,
"Apple Watch Series 4 Aluminum (40mm, Silver, Cellular) - Excellent",Apple Watch Series 4,Apple,,,ApWtch40mmSilvCell-RD-VR-EXD-AU,,,,,,,,,,
"Apple Watch Series 4 Aluminum (40mm, Silver) - Excellent",Apple Watch Series 4,Apple,,,AppleWatch4Slvr40mm-RD-VR-EXD-AU,,,,,,,,,,
"Apple Watch Series 4 Aluminum (40mm, Space Grey) - Excellent",Apple Watch Series 4,Apple,,,ApWatch4SpG40mm-RD-VR-EXD-AU,,,,,,,https://www.backmarket.com.au/en-au/p/apple-watch-4-th-gen-2018-gps-40-aluminium-space-gray-sport-band-black/635f7cd4-2f9a-4d76-8227-ddaf268dc25f?l=11&variantClicked=true#scroll=false,,,
"Apple Watch Series 4 Aluminum (44mm, Gold, Cellular) - Excellent",Apple Watch Series 4,Apple,,,ApWtch4CellGld44mm-RD-EXD-AU,,,,,,,,,,
"Apple Watch Series 4 Aluminum (44MM, Gold) - Excellent",Apple Watch Series 4,Apple,,,AplWtchS4GPS44MMGld-RD-VR-EXD-AU,,,,,,,,,,
"Apple Watch Series 4 Aluminum (44mm, Silver, Cellular) - Excellent",Apple Watch Series 4,Apple,,,ApWtch4CellSlv44mm-RD-EXD-AU,,,,,,,,,,
"Apple Watch Series 4 Aluminum (44MM, Silver) - Excellent",Apple Watch Series 4,Apple,,,AplWtchS4GPS44MMSlv-RD-VR-EXD-AU,,,,,,,,,,
"Apple Watch Series 4 Aluminum (44MM, Space Grey) - Excellent",Apple Watch Series 4,Apple,,,AplWtchS4GPS44MMSpG-RD-VR-EXD-AU,,,,,,,,,,
"Apple Watch Series 4 Stainless Steel (44mm, Gold, Cellular) - Excellent",Apple Watch Series 4,Apple,,,ApWS444mmStlCelGld-VR-RD-EXD-AU,,,,,,,,,,
"Apple Watch Series 4 Stainless Steel (44mm, Silver, Cellular) - Excellent",Apple Watch Series 4,Apple,,,ApWS444mmStlCelSil-VR-RD-EXD-AU,,,,,,,,,,
"Apple Watch Series 4 Stainless Steel (44mm, Space Grey, Cellular) - Excellent",Apple Watch Series 4,Apple,,,ApWS444mmStlCelSpG-VR-RD-EXD-AU,,,,,,,,,,
"Apple Watch Series 5 (40mm, Black) AU - Excellent",Apple Watch Series 5,Apple,,,ApWatch5Almn40BlkAS-RD-VR-EXD-AU,,,,,,,,,,
"Apple Watch Series 5 (40mm, Gold) - Excellent",Apple Watch Series 5,Apple,,,ApWtch5Gold40mm-RD-EXD-AU,,,,,,,,,,
"Apple Watch Series 5 (40mm, Grey) AU - Excellent",Apple Watch Series 5,Apple,,,ApWatch5Almn40GryAS-RD-VR-EXD-AU,,,,,,,https://www.backmarket.com.au/en-au/p/apple-watch-5-th-gen-2019-gps-40-aluminium-space-gray-sport-band-black/a5080d54-270d-434c-8e79-d31caa29d760?l=11&variantClicked=true#scroll=false,,,
"Apple Watch Series 5 (40mm, Silver) AU - Excellent",Apple Watch Series 5,Apple,,,ApWatch5Almn40SlvAS-RD-VR-EXD-AU,,,,,,,,,,
"Apple Watch Series 5 Alumunium (44MM, Black) AU - Excellent",Apple Watch Series 5,Apple,,,AplWS544MMAlBlkAS-RD-VR-EXD-AU,,,,,,,,https://www.amazon.com.au/dp/B0C2PN2QHF,,
"Apple Watch Series 5 Alumunium (44MM, Gold) AU - Excellent",Apple Watch Series 5,Apple,,,AplWS544MMAlGldAS-RD-VR-EXD-AU,,,,,,,,https://www.amazon.com.au/dp/B09V5C4Y58,,
"Apple Watch Series 5 Alumunium (44MM, Grey) AU - Excellent",Apple Watch Series 5,Apple,,,AplWS544MMAlGryAS-RD-VR-EXD-AU,,,,,,,https://www.backmarket.com.au/en-au/p/apple-watch-5-th-gen-2019-gps-44-aluminium-space-gray-sport-band-black/3a220f14-a8d2-473a-aaaa-f4bb25c41f11?l=11&variantClicked=true#scroll=false,https://www.amazon.com.au/dp/B09T6W965G,,
